BD;ID;TIPO;SUBTIPO;FECHA;DETONANTE;DETONANDES;FUENTE;SUBREGION;MUNICIPIO;PUEBLO;SITIO;INCERTIDUMB;NORTE;ESTE;FALLECIDOS;ECONOMICAS;NOTAS;LINKFOTO;CPU
ant;1780;Landslide;;2011-04-25;Rainfall;Vendaval;Sin;Suroeste;Betulia;;Varias;High;6.11278;-75.98467;0;1400;;
ant;1784;Debris Flow;;2011-04-27;Rainfall;Vendaval;Rad 058303;Suroeste;Betulia;;;High;6.11278;-75.98467;0;45;;
ant;1793;Debris Flow;;2011-04-30;Rainfall;Vendaval;Rad 064116;Suroeste;Betulia;;Varias;High;6.11278;-75.98467;0;65;;
ant;1801;Debris Flow;;2011-05-16;Rainfall;Vendaval;Rad 070024;Suroeste;Betulia;;Varias;High;6.11278;-75.98467;0;95;;
ant;2076;Landslide;;2014-06-02;Rainfall;Lluvias;Reporte Cmgrd Rad 287834;Suroeste;Betulia;;;High;6.11278;-75.98467;0;18;;
ant;2214;Landslide;;2018-04-22;Rainfall;Lluvias - Aguacero torrencial que hubo anoche;El Colombiano, El Tiempo, Teleantioquia;Suroeste;Betulia;;Vía que Comunica Los Municipios de Betulia y Urrao. sector e;High;6.11278;-75.98467;0;0;Afectó a cerca de 50.000 personas. las dos comunidades se encuentran aisladas. via cerrada;
ant;2219;Landslide;;2018-12-14;Unknown;Desconocida;Teleantioquia;Suroeste;Betulia;;;High;6.11278;-75.98467;0;0;;
ant;2301;Landslide;;2018-11-21;Unknown;Desconocida;El Colombiano;Suroeste;Betulia;;Vía Medellín - Betulia;High;6.11278;-75.98467;0;0;;
ant;8106;Debris Flow;;2020-06-17;Rainfall;Rainfall;Dagran;Suroeste;Betulia;Barrios Colón, Cibeles y Sector Cancha Betulia;Barrios Colón, Cibeles y sector Cancha Betulia;Low;6.113;-75.985;0;Alcantarillado, Viviendas, Infraestructura deportivas;La fuertes lluvias generaron el colapso del alcantarillado provocando inundaciones.;
ant;8508;Landslide;;2022-04-01;Rainfall;;TeleAntioquia;Suroeste;Betulia;Betulia;Betulia;High;6.113;-75.985;0;Viviendas afectadas;Los dos principales corregimientos de Betulia y el 80% de las veredas, quedaron aislados con el casco urbano por deslizamientos sobre las vías;
ant;8258;Debris Flow;;2021-05-18;Rainfall;;El Colombiano;Suroeste;Betulia;Corregimiento El Cangrejo;Corregimiento El Cangrejo;High;6.113;-75.984;0;0;En la subregión también vivieron emergencias los municipios de Betulia, que registró un movimiento en masa y una inundación en el corregimiento El Cangrejo.;
ant;8259;Landslide;;2021-05-18;Rainfall;;El Colombiano;Suroeste;Betulia;Betulia;Betulia;High;6.113;-75.984;0;0;En la subregión también vivieron emergencias los municipios de Betulia, que registró un movimiento en masa y una inundación en el corregimiento El Cangrejo.;
ant;8622;Landslide;;2022-08-20;Rainfall;;El Colombiano;Suroeste;Betulia;Entre las veredas El Indio y Quebrada Arriba;Sector La Balastrera;High;6.113;-75.984;1;0;Movimiento en masa entre las veredas El Indio y Quebrada Arriba, en el sector conocido como La Balastrera cerca de las 7:00 de la noche del sábado 20 de agosto;
ant;8186;Debris Flow;;2020-11-22;Rainfall;Rainfall;Dagran;Suroeste;Betulia;Quebrada El Diamante;Quebrada el Diamante;Low;6.117;-75.984;1;0;Avenida torrencial asociada a las fuertes lluvias en la quebrada el diamante toma la vida de un hombre de 41 años.;
ant;8217;Landslide;;2021-04-06;Rainfall;;Teleantioquia;Suroeste;Betulia;Los Animes;-;high;6.115;-75.982;0;6 viviendas destruidas;Las fuertes precipitaciones de las últimas horas en los municipios de Betulia y Urrao, causaron afectaciones en vías y viviendas.;
ant;277;Debris Flow;;1938-10-12;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Suroeste;Betulia;;Q. Buena Vista.;Low;6.1175;-75.9886111111111;0;0;6º07´03´´ y 75º59´19´´. (di6author : di6date : );
ant;8883;Debris Flow;;1971-10-07;Rainfall;;EL COLOMBIANO;;Betulia;Unknown;Unknown;Low;6.12;-75.99;2;0;Altas precipitaciones.(DI6Author :  DI6Date : );
ant;8613;Landslide;;2022-08-05;Rainfall;;Dagran;Suroeste;Concordia;Concordia;Vía Concordia-Betulia;Low;6.0414;-75.9298;0;0;Movimiento en masa;
ant;362;Debris Flow;;1942-04-26;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Suroeste;Concordia;;6º03´15´´ Y 75º54´42´´.;Low;6.05416666666667;-75.9116666666667;3;0;(di6author : di6date : );
ant;8870;Landslide;;2003-05-20;Rainfall;;Unknown;;Concordia;Vía a Betulia;Km 3;Low;6.05;-75.91;1;0;Alud de tierra en grandes proporciones sobre vehiculoAtendieron la emergencia Clopad de Concordia   Cuerpo de Bomberos de Ciudad Bolivar y Andes   Grupo Vigias Salvando Vidas con equipo K/SAR (DI6Author : GILBERTO A DI6Date : 21/05/2003);
ant;8257;Debris Flow;;2021-05-18;Rainfall;;El Colombiano;Suroeste;Concordia;San José del Golpe y sectores aledaños;San José del Golpe y sectores aledaños;high;6.045;-75.908;0;30 Familias afectadas;Aumento del nivel de los Ríos Cauca. En Concordia las afectaciones fueron en San José del Golpe y sectores aledaños, con perjuicios para aproximadamente 30 familias;
ant;45;Landslide;;1997-07-17;Anthropic;Error humano - Inadecuado manejo de relleno;Corantioquia;Suroeste;Concordia;;Sector la Nitrera;High;6.0462652;-75.9067158;0;0;La cárcava y el deslizamiento continúan activas y la mayor influencia en el proceso está relacionado con las aguas (lluvias y lixiviados) no se han realizado ninguna obra de protección mitigación estabilización etc de las que se han dejado como rec;
ant;53;Landslide;;1999-04-14;Anthropic;Error humano - Deforestación sobrepastoreo uso inadecuado del suelo;Corantioquia;Suroeste;Concordia;;S. Cementerio;High;6.0462652;-75.9067158;0;0;En el sector del cementerio se observan grietas asentamientos y hundimientos no existe manejo de aguas unas de estas provienen de la vía que está en la parte alta del cementerio. en la vivienda del sr. gerardo a. sánchez (el socorro) el problema que s;
ant;194;Debris Flow;;1984-11-07;Rainfall;Lluvias - El invierno;El Colombiano;Suroeste;Concordia;;Vía Bolombolo-Anzá.;High;6.0462652;-75.9067158;0;0;(di6author : c.p. di6date : 6/04/01);
ant;195;Debris Flow;;1984-11-12;Rainfall;Lluvias - El invierno;El Colombiano;Suroeste;Concordia;;Poblaciones Ribereñas.;High;6.0462652;-75.9067158;0;0;(di6author : c.p. di6date : 6/04/01);
ant;900;Debris Flow;;1998-12-01;Unknown;Otra causa - No reportada;Dnpad;Suroeste;Concordia;;;High;6.0462652;-75.9067158;0;0;(di6author : di6date : );
ant;902;Debris Flow;;1999-02-25;Unknown;Otra causa - No reportada;Dnpad;Suroeste;Concordia;;;High;6.0462652;-75.9067158;0;103;(di6author : di6date : );
ant;1108;Landslide;;2003-05-21;Rainfall;Lluvias - Alud de tierra en grandes proporciones sobre vehiculo;Clopad Concordia;Suroeste;Concordia;;Kilometro Tres de la Vía que conduce de Concordia a Betulia;High;6.0462652;-75.9067158;1;0;Atendieron la emergencia clopad de concordia cuerpo de bomberos de ciudad bolivar y andes grupo vigias salvando vidas con equipo k/sar (DI6Author : GILBERTO A DI6Date : 21/05/2003);
ant;1124;Debris Flow;;2003-09-29;Rainfall;Lluvias - Fuertes llluvias y vendaval;Clopad;Suroeste;Concordia;;Zona urbana;High;6.0462652;-75.9067158;0;0;Daños de techos y muros de 6 viviendas y destrucción parcial de otra (di6author : bcc di6date : 03/09/29);
ant;1125;Landslide;;2003-09-29;Rainfall;Lluvias - Deslizamientos e inundaciones;Clopad;Suroeste;Concordia;El Golpe;Sector Campanas;Mid;6.0462652;-75.9067158;0;31;Las viviendas reportadas 4 quedaron inhabitables las otras 4 presentan daños en su estructura de techos muros pisos y fachadas. las 8 familias fueron evacuadas donde vecinos del caserio (di6author : bcc di6date : 03/09/29);
ant;1245;Landslide;;2005-10-27;Unknown;Otra causa - Inestabilidad de taludes;Secretaría de Planeación;Suroeste;Concordia;;Sector la Bomba área urbana;High;6.0462652;-75.9067158;0;14;Solicitan apoyo para remoción de escombros y construcción de boxcolver. se apoyará con la obra cuando presenten el proyecto. (di6author : dora elena di6date : 05/10/31);
ant;1316;Landslide;;2006-10-31;Rainfall;Lluvias - Deslizamiento en la parte posterior de vivienda;Secretario de Planeación;Suroeste;Concordia;;Vereda Peñitas;High;6.0462652;-75.9067158;0;5;Solicitan la visita de un geologo y el apoyo con materiales para reubicar la vivienda. el geologo william gómez estuvo de visita el jueves 2 de niviembre de 2006 se espera la emisión del informe correspondiente. (nota de jafed nararanjo g). (di6author;
ant;1323;Landslide;;2007-05-02;Rainfall;Lluvias - Las intensas lluvias provocaron la caída de talud taponando;Directora Local de Salud;Suroeste;Concordia;;La Cristalina;High;6.0462652;-75.9067158;0;1;El talud tapo completamente una vivienda y afectó la vía. el clopad atendió la emergencia e hizo evacuar las personas que viven en las viviendas aledañas. se solicita al dapard apoyo económico material y humano pero no especifican. (DI6Author : Dora;
ant;1519;Debris Flow;;2008-11-25;Rainfall;Lluvias - Aguaceros sube nivel aguas río Cauca que afecta 121 familias;Secretaría Planeación;Suroeste;Concordia;El Golpe;Rivera Río Cauca;Mid;6.0462652;-75.9067158;0;0;Se recibe acta del clopad n° 9 10 11. ase envia 80 mercados 25 kit de cocina 80 kit de aseo 30 colchonetas. luego se apoya con donaciones: 464 mercados 54 kit de aseo 120 colchonetas 1000 candelas 140 cobijas 54 kit de cocina 32 sabanas 42 juguetes 62 b;
ant;1687;Debris Flow;;2010-09-27;Rainfall;Vendaval;R 269478;Suroeste;Concordia;;El Golpe;High;6.0462652;-75.9067158;0;0;;
ant;1783;Debris Flow;;2011-04-21;Rainfall;Vendaval;Sin;Suroeste;Concordia;;Golpe y Herradura;High;6.0462652;-75.9067158;0;605;;
ant;1884;Debris Flow;;2011-11-22;Rainfall;Vendaval;Rad 174789;Suroeste;Concordia;;El Golpe;High;6.0462652;-75.9067158;0;625;;
ant;1966;Landslide;;2012-02-05;Rainfall;Lluvias;Reporte Clopad;Suroeste;Concordia;;;High;6.0462652;-75.9067158;0;10;;
ant;1976;Landslide;;2012-05-16;Rainfall;Lluvias;Reporte Clopad;Suroeste;Concordia;;;High;6.0462652;-75.9067158;0;42;;
ant;2039;Landslide;;2013-04-26;Rainfall;Lluvias;Reporte Cmgrd;Suroeste;Concordia;;;High;6.0462652;-75.9067158;0;23;;
ant;2101;Landslide;;2016-12-08;Unknown;Erosión - En la parte superior del talud funcionó por un tiempo el rel;Noticias Caracol;Suroeste;Concordia;;Vía Concordi-Betulia Kilómetro 4+000, sector conocido como S;High;6.0462652;-75.9067158;0;0;;
ant;2202;Landslide;;2018-01-03;Unknown;Desconocida;El Colombiano;Suroeste;Concordia;;Vía Concordia - Bolombolo, Kilómetro 14;High;6.0462652;-75.9067158;0;0;Paso está restringido a un carril;
ant;2229;Landslide;;2018-05-08;Rainfall;Lluvias;El Tiempo;Suroeste;Concordia;;Vía Bolombolo-Santa Fe de Antioquia: en el Kilómetro 11, Secretaría;High;6.0462652;-75.9067158;0;0;Cierre total de la vía;
ant;2329;Landslide;;2019-11-26;Rainfall;Lluvias;El Colombiano;Suroeste;Concordia;;Vereda Pueblorrico, a Unos Seis Kilómetros del casco urbano;High;6.0462652;-75.9067158;0;0;Inhabilitada la vía principal que de bolombolo conduce a los municipios de betulia, concordia, caicedo y urrao;
ant;2031;Landslide;;2013-05-22;Rainfall;Lluvias;Reporte Cmgrd;Suroeste;Ciudad Bolívar;Alfonso Lopez;Vereda Alfonso Lopes y Bolivar Arriba;Mid;5.89588;-75.95716;0;30;;
ant;8872;Debris Flow;;1971-06-25;Unknown;;Fuente externa al Servicio Geológico Colombiano;;Salgar;Quebrada Liborina;Unknown;Low;5.98;-75.99;7;0;;
ant;8871;Landslide;;1956-09-15;Other cause;;EL COLOMBIANO;;Salgar;Unknown;Unknown;Low;5.98;-75.97;3;0;NO SE SABE.(DI6Author : C.P. DI6Date : );
ant;8874;Debris Flow;;1960-05-26;Unknown;;Fuente externa al Servicio Geológico Colombiano;;Salgar;Unknown;Unknown;Low;5.97;-75.96;3;0;;
ant;8875;Debris Flow;;1969-09-08;Other cause;;EL COLOMBIANO;;Salgar;Unknown;Unknown;Low;5.97;-75.97;1;0;NO SE SABE.(DI6Author : C.P. DI6Date : );
ant;8227;Debris Flow;;2021-03-10;Rainfall;;DAGRAN;Suroeste;Salgar;Quebrada la Liboriana;Sector el Ranchito;mid;5.96;-75.968;0;0;8 familias evacuadas por socavación se suman 9 más del sector El Ranchito en Salgar tras socavación por la quebrada la Liboriana;
ant;32;Landslide;;1996-07-29;Rainfall;Lluvias - Intensas lluvias;Corantioquia;Suroeste;Salgar;;V. Pantanillo la Humareda.;High;5.963336;-75.963942;0;0;El deslizamiento (megacárcava) el fenómeno es de gran magnitud y requiere atención inmediata. existen varios factores incvolucrados en el evento: altas pendientes deforestación abundacia de aguas usos inadecuados del suelo y roca muy fracturada. apar;
ant;47;Landslide;;1998-04-27;Anthropic;Error humano - Deforestación malos manejos del suelo sobrepastoreo;Corantioquia;Suroeste;Salgar;La Cámara;V. la Margarita;Mid;5.963336;-75.963942;0;0;El fenómeno que se presenta en la hacienda la argelia es un deslizamiento éste tiene unas dimensiones aproximadas de 50m de alto por 40m de ancho. sus causas son deforestación pastoreo menejo inadecuado del suelo sumido a altas pendientes y suelos fr�;
ant;167;Landslide;;1984-09-26;Rainfall;Lluvias - El fuerte invierno;El Colombiano;Suroeste;Salgar;;Vía Peñalisa-Rio Piedras (Km4).;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : 7/02/01);
ant;549;Debris Flow;;1944-09-03;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Suroeste;Salgar;;Quebrada Liborina.;High;5.963336;-75.963942;4;0;(di6author : c.p. di6date : );
ant;550;Debris Flow;;1960-05-27;Rainfall;Lluvias - Fuete invierno;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;10;0;(di6author : c.p. di6date : );
ant;551;Debris Flow;;1971-03-27;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Suroeste;Salgar;;Quebrada la Liborina.;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;552;Debris Flow;;1971-03-30;Rainfall;Lluvias - Fuertes aguaceros en las últimas horas;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;1;0;(di6author : c.p. di6date : );
ant;554;Debris Flow;;1971-06-27;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;555;Debris Flow;;1971-07-14;Rainfall;Lluvias - Fuertes precipitaciones;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;556;Debris Flow;;1984-06-30;Rainfall;Lluvias - Las fuertes lluvias;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;557;Landslide;;1956-09-16;Unknown;Otra causa - No se sabe;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;3;0;(di6author : c.p. di6date : );
ant;558;Landslide;;1969-09-09;Unknown;Otra causa - No se sabe;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;1;0;(di6author : c.p. di6date : );
ant;559;Landslide;;1973-11-21;Unknown;Otra causa - No se sabe;El Colombiano;Suroeste;Salgar;;La Floresta.;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;560;Landslide;;1974-05-23;Unknown;Otra causa - No se sabe;El Colombiano;Suroeste;Salgar;;La Humanidad y el Clavel.;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;561;Landslide;;1974-10-07;Unknown;Otra causa - No se sabe;El Colombiano;Suroeste;Salgar;;El Barroso;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;563;Landslide;;1989-10-12;Unknown;Otra causa - No se sabe;El Colombiano;Suroeste;Salgar;;Vía San Miguel-Punta Brava.;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;564;Debris Flow;;1944-09-24;Rainfall;Lluvias - Fuetes lluvias;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;0;0;(di6author : c.p. di6date : );
ant;565;Debris Flow;;1971-06-26;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Suroeste;Salgar;;;High;5.963336;-75.963942;45;0;(di6author : c.p. di6date : );
ant;906;Debris Flow;;1999-02-25;Unknown;Otra causa - No reportada;Dnpad;Suroeste;Salgar;;;High;5.963336;-75.963942;0;250;(di6author : di6date : );
ant;915;Debris Flow;;1999-05-01;Unknown;Otra causa - No reportada;Dnpad;Suroeste;Salgar;;;High;5.963336;-75.963942;0;400;(di6author : di6date : );
ant;1292;Landslide;;2006-05-03;Rainfall;Lluvias - Deslizamiento sepultó 1 vivienda y afectó 1;Alcalde;Suroeste;Salgar;;Vereda las Andes;High;5.963336;-75.963942;0;9;Se solicita apoyo para la reubicación de las dos viviendas. (di6author : doraelena di6date : 06/05/08);
ant;1302;Landslide;;2006-05-13;Rainfall;Lluvias - Deslizamiento de tierra a causa de las lluvias;Presidente Clopad;Suroeste;Salgar;;Vereda la Liboriana;High;5.963336;-75.963942;0;6;Solicitan materiales para restaurar la vivienda y enseres (di6author : bcc di6date : 2006/05/16);
ant;1392;Debris Flow;;2007-12-23;Rainfall;Lluvias - Se presenta inundación en zona urbana co afectación de 65 vi;Clopad Municipio Salgar;Suroeste;Salgar;;Zona urbana viviendas Aledañas Ala Q. la Cosme y Q'Hubo la Libor;High;5.963336;-75.963942;0;280;Se presenta lluvia fuerte en la noche del 23 de diciembre entre las 6:30 y 8:00 p m hacia las cabeceres de las quebradas la cosme y la liboriana que cruzan la zona urbana. en la q la cosme se presenta la obstrucción de una alacantarilla de seccion cuadr;
ant;1464;Landslide;;2008-03-31;Rainfall;Lluvias - Movimiento de tierras con lodo y rocas;Secretario Planeación;Suroeste;Salgar;;El Dos Peñalisa;High;5.963336;-75.963942;0;248;Se envian ayudas: 50 mercados 50 kit de aseo 100 colchonetas 100 sabanas 50 kit de cocina//ver informe de tecnicos en carpeta del municipio (DI6Author : PABLO PUERTA DI6Date : 2008-09-27);
ant;1468;Debris Flow;;2008-05-27;Rainfall;Lluvias - Crecimiento caudal río Cauca y San Juan;Secretario de Planeación;Suroeste;Salgar;;Peñalisa;High;5.963336;-75.963942;0;248;Se recibe ficha se envian ayudas a la espera de la baja de caudal (DI6Author : PABLO PUERTA DI6Date : 2008 09 23);
ant;1507;Landslide;;2008-08-04;Unknown;Deslizamiento - Movimientos en masa produciendo agrietamientos;Alcaldía Municipal;Suroeste;Salgar;;Veredas Montebello la Tarqui la Yaruma la Montañita;High;5.963336;-75.963942;0;76;El dapard recibe ficha de emergencias acta del clopad y listado de afectados (DI6Author : LUZ MARINA R DI6Date : 01/12/2008);
ant;1508;Landslide;;2008-08-04;Erosion;Otra causa - Socavacion de la quebrada  La Liboriana;Alcalde Municipal;Suroeste;Salgar;;Sectores el Salto y Puente Restrepo;High;5.963336;-75.963942;0;32;El dapard recibe ficha de emergencias acta del clopad y listado de afectados (DI6Author : LUZ MARINA R DI6Date : 01/12/2008);
ant;1509;Debris Flow;;2008-08-04;Rainfall;Lluvias - Creciente de 2 quebradas que atraviesan el barrio;Alcalde Municipal;Suroeste;Salgar;;Barrio la Habana;High;5.963336;-75.963942;0;36;El dapard recibe ficha de emergencias acta del clopad y listado de afectados (DI6Author : LUZ MARINA R DI6Date : 01/12/2008);
ant;1510;Debris Flow;;2008-08-04;Rainfall;Otra causa - Creciente de quebrada que atraviesa el sector;Alcalde Municipal;Suroeste;Salgar;;Sector el Matadero área urbana;High;5.963336;-75.963942;0;9;El dapard recibe ficha de emergencias acta del clopad y listado de afectados (DI6Author : LUZ MARINA R DI6Date : 01/12/2008);
ant;1631;Landslide;;2010-07-01;Rainfall;Vendaval;Unknown;Suroeste;Salgar;;Caida de Arbol la Regada el Chaquiro;High;5.963336;-75.963942;0;20;;
ant;1724;Debris Flow;;2010-11-16;Rainfall;Vendaval;R 299755;Suroeste;Salgar;;Peñalisa;High;5.963336;-75.963942;0;0;;
ant;1778;Debris Flow;;2011-04-23;Rainfall;Vendaval;Rad 064013;Suroeste;Salgar;;Peñalisa;High;5.963336;-75.963942;0;1095;;
ant;1890;Debris Flow;;2011-12-07;Rainfall;Vendaval;Rad 184354;Suroeste;Salgar;;B el Matadero;High;5.963336;-75.963942;0;70;;
ant;1894;Debris Flow;;2011-12-16;Rainfall;Vendaval;Fax 481;Suroeste;Salgar;;Peñalisa;High;5.963336;-75.963942;0;1095;;
ant;2083;Landslide;;2014-07-02;Rainfall;Lluvias;Reporte Cmgrd Rad 339992;Suroeste;Salgar;;Vereda la Chaquiro;High;5.963336;-75.963942;0;1;;
ant;2118;Debris Flow;;2015-04-08;Rainfall;Lluvias;Dapard;Suroeste;Salgar;;;High;5.963336;-75.963942;0;0;Avenida torrencial en el municipio deja un saldo de 38 familias afectadas.;
ant;2131;Debris Flow;;2015-05-18;Rainfall;Lluvias;Dapard;Suroeste;Salgar;;;High;5.963336;-75.963942;0;0;Murieron al menos 104 personas y otras 12 permanecen aún desaparecidas. el desbordamiento de la quebrada la liboriana, dejó 542 personas damnificadas.;
